_author_name,Author,DBLP URL,MTMT id,MTA ATT id,MTMT name,Category,MTMT Status,Works,Affiliations,Core A*,Core A,Core A* Papers,Core A Papers,Core B,Core C,No Core,Hungarian Core A* equivalent,Core A* equivalent,First Author Core A* equivalent,MTMT Journal Publications,MTMT Conference Publications,MTMT Total Citations,MTMT Journal D1 Equivalents,MTMT Journal D1,MTMT Journal Q1,MTMT Journal Q2,MTMT Affiliations,Aktuális fokozat szakterülete,Kutatási téma,MTA Bizottság,Elérhetőségek,Aktuális fokozat,Szervezeti tagságok,PhD éve,Foglalkozás,Core A* equivalent Author Order,Hungarian Core A* equivalent Author Order,First Author Core A* equivalent Author Order,Years Since PhD,Age Group,Category Core A* Rank,Category Hungarian Core A* Rank,Category First Author Core A* Rank,Age Group Core A* Rank,Age Group Hungarian Core A* Rank,Age Group First Author Core A* Rank,MTMT Journal Q3,MTMT Journal Q4,Született,MTA tagság,MTA kép,Díjak,DBLP alias
Ferenc Szabó,Ferenc Szabó,https://dblp.org/pid/147/3513,https://m2.mtmt.hu/api/author/10028174,https://mta.hu/koztestuleti_tagok?PersonId=10046220,Szabó Ferenc (szín- és fénytan),,,,,0,0,0,0,0,3,1,0.0,0.25,0.08333333333333333,23,1,438,4.25,1,7,5,Villamosmérnöki és Információs Rendszerek Tanszék PE / MIK VIRT [2006-],Informatikai tudomány,fotometria mezopos látás színtan világítástechnika,Elektronikus Eszközök és Technológiák Tudományos Bizottsága,"Pannon Egyetem Műszaki Informatikai Kar Villamosmérnöki és Információs Rendszerek Tanszék 8200 Veszprém, Egyetem út 10. Magyarország",PhD (2012),Elektronikus Eszközök és Technológiák Tudományos Bizottsága; Alkalmazott Fény- és Színtani Munkabizottság (elnök); Világítástechnikai Társaság,2012,,436,334,201,13,10-20 év,94,23,41,60,43,26,1,,"Veszprém, 1982.06.23.",,,Lukács Gyula emlékdíj (Magyar Kémikusok Egyesülete Kolorisztikai Szakosztály): 2012,
David Sztahó,David Sztahó,https://dblp.org/pid/13/4231,https://m2.mtmt.hu/api/author/10041939,https://mta.hu/koztestuleti_tagok?PersonId=32719,Sztahó Dávid (beszédakusztika),,,,,0,0,0,0,0,2,30,0.08333333333333333,0.16666666666666666,0.0,26,4,618,3.520833333333333,,5,8,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Informatikai tudomány,Beszédtechnológia EEG válaszok akusztikai inger esetén Érzelem megjelenése a hangképzésben,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország",PhD (2014),Távközlési Tudományos Bizottság; Akusztikai Osztályközi Állandó Bizottság (szavazati jogú tag),2014,,436,334,201,11,10-20 év,94,23,41,60,43,26,4,3,"Budapest, 1985.02.04.",,,,
Kalman Tornai,Kalman Tornai,https://dblp.org/pid/79/10096,https://m2.mtmt.hu/api/author/10029781,https://mta.hu/koztestuleti_tagok?PersonId=10050943,Tornai Kálmán (Vezetéknélküli hálózatok),,,,,0,0,0,0,0,2,8,0.0,0.16666666666666666,0.0,21,0,140,4.979166666666666,3,3,5,Információs Technológiai Kar PPKE ITK [1998-2013]; Információs Technológiai és Bionikai Kar PPKE ITK [2013-]; Interdiszciplináris Műszaki Tudományok Doktori Iskola PPKE / ITK ITK DI [2003-2013]; Multidiszciplináris Műszaki és Természettudományi Doktori Iskola PPKE / ITK MMT DI [2013-2015],Informatikai tudomány,Adatelemzés mélytanulós módszerekkel,Informatikai Tudományos Bizottság,"Pázmány Péter Katolikus Egyetem Információs Technológiai és Bionikai Kar 1083 Budapest, Práter utca 50/A Magyarország Email: tornai.kalman@itk.ppke.hu",PhD (2014),Informatikai Tudományos Bizottság; Hírközlési és Informatikai Tudományos Egyesület; IEEE Hungary Section,2014,,436,334,201,11,10-20 év,94,23,41,60,43,26,1,1,aug.85,,https://aat.mta.hu/aat/FileData/Get/36607,Év Informatikai Oktatója különdíj (Vezető Informatikusok Szövetsége): 2016; Magyar Köztársasági Ösztöndíj (Magyar Köztársaság Oktatási Minisztere): 2006 - 2008,
Dávid Vincze,Dávid Vincze,https://dblp.org/pid/30/7854,https://m2.mtmt.hu/api/author/10028601,https://mta.hu/koztestuleti_tagok?PersonId=10054416,Vincze Dávid (informatika),,,,,0,0,0,0,0,2,11,0.0,0.16666666666666666,0.16666666666666666,13,0,466,0.5208333333333333,,1,,Informatikai Intézet II ME / GIK INI [2013-]; Általános Informatikai Tanszék ME / GIK ÁIT [2006-2013]; Általános Informatikai Tanszék ME / GMK IALT [1995-2005]; Hatvany József Informatikai tudományok Doktori Iskola ME / GIK [2006-],Informatikai tudomány,,Informatikai Tudományos Bizottság,"Miskolci Egyetem Gépészmérnöki és Informatikai Kar Általános Informatikai Tanszék 3515 Miskolc, Egyetemváros Magyarország Email: vincze.david@iit.uni-miskolc.hu",PhD (2014),Informatikai Tudományos Bizottság,2014,,436,334,201,11,10-20 év,94,23,41,60,43,26,,3,Miskolc,,https://aat.mta.hu/aat/FileData/Get/21048,,
Csaba Zainkó,Csaba Zainkó,https://dblp.org/pid/78/4653,https://m2.mtmt.hu/api/author/10026625,https://mta.hu/koztestuleti_tagok?PersonId=24076,Zainkó Csaba (Beszédtechnológia),,,,,0,0,0,0,0,2,18,0.16666666666666666,0.16666666666666666,0.0,20,3,299,0.5,,,3,Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Informatikai tudomány,Ember-Gép interfészek Gépi beszédkeltés,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország",PhD (2011),Távközlési Tudományos Bizottság,2011,Egyetemi adjunktus,436,334,201,14,10-20 év,94,23,41,60,43,26,,,"Budapest, 1976.07.27.",,,,
Péter Salvi,Péter Salvi,https://dblp.org/pid/00/2901,https://m2.mtmt.hu/api/author/10030037,https://mta.hu/koztestuleti_tagok?PersonId=31282,Salvi Péter (geometriai modellezés),applied,inactive,hungary,hungary,0,0,0,0,1,0,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,26,6,178,5.5,1,7,11,Irányítástechnika és Informatika Tanszék BME / VIK IIT [2000-],Informatika,Görbék és felületek simítása Implicit felületek N-oldalú felületek Transzfinit felület-interpoláció,Informatikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Irányítástechnika és Informatika Tanszék 1117 Budapest, Magyar Tudósok Körútja 2. Magyarország",PhD (2013),Informatikai Tudományos Bizottság; Neumann János Számítógép-tudományi Társaság,2013,docens,436,334,201,12,10-20 év,217,200,89,60,43,26,4,,"Budapest, 1982.03.22.",,,,
Marcell Perenyi,Marcell Perenyi,https://dblp.org/pid/07/2691,https://m2.mtmt.hu/api/author/10040990,,Perényi Marcell Ádám (távközlés),applied,inactive,company,BME-TMIT,0,0,0,0,0,1,4,0.08333333333333333,0.08333333333333333,0.08333333333333333,9,0,293,1.0833333333333333,1,,,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,1,,,,,,
János Szüle,János Szüle,https://dblp.org/pid/122/4901,,,,,,hungary,ELTE,0,0,0,0,0,1,4,0.08333333333333333,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Ágnes Salánki,Ágnes Salánki,https://dblp.org/pid/129/7225,https://m2.mtmt.hu/api/author/10045160,-,Salánki Ágnes (információs rendszerek),applied,inactive,abroad,BME-MIT,0,0,0,0,1,0,2,0.16666666666666666,0.16666666666666666,0.0,0,1,35,0,,,,Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
András Ökrös,András Ökrös,https://dblp.org/pid/13/3408,,,,,,hungary,BME-MIT,0,0,0,0,1,0,2,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Dénes Harmath,Dénes Harmath,https://dblp.org/pid/151/1359,,,,applied,inactive,company,"IncQuery Labs, Hungary",0,0,0,0,1,0,0,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
Csaba Mate Józsa,Csaba Mate Józsa,https://dblp.org/pid/153/2543,,,,,,hungary,"Pazmany Peter Catholic University, Hungary",0,0,0,0,0,1,4,0.08333333333333333,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Ervin Tasnádi,Ervin Tasnádi,https://dblp.org/pid/162/9039,,,,,,hungary,HUN-REN Biological Research Centre,0,0,0,0,1,0,3,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Gábor Takács,Gábor Takács,https://dblp.org/pid/18/439,https://m2.mtmt.hu/api/author/10042859,https://mta.hu/koztestuleti_tagok?PersonId=10060307,Takács Gábor (elektronikus eszközök),applied,,hungary,hungary,0,0,0,0,1,0,8,0.16666666666666666,0.16666666666666666,0.16666666666666666,16,0,118,3.0625,1,1,9,Elektronikus Eszközök Tanszéke BME / VIK EET [2000-],Villamosmérnöki tudomány,Tokozott elektronikus eszközök termikus kérdései,Elektronikus Eszközök és Technológiák Tudományos Bizottsága,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Elektronikus Eszközök Tanszéke 1117 Budapest, Magyar tudósok körútja 2. Magyarország",PhD (2018),Elektronikus Eszközök és Technológiák Tudományos Bizottsága; Hiradástechnikai Tudományos Egyesület,2018,,436,334,201,7,5-10 év,217,200,89,18,15,8,2,1,"Mosonmagyaróvár, 1985.06.22.",,https://aat.mta.hu/aat/FileData/Get/30239,,
Zoltán Pusztai,Zoltán Pusztai,https://dblp.org/pid/183/3625,,,,,,hungary,SZTAKI; ELTE - IK,0,0,0,0,1,0,7,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,Ferenc Huszár
Zsolt Kovári,Zsolt Kovári,https://dblp.org/pid/194/4097,,,,applied,,hungary,"Konkoly, Csillagászat, Budapest",0,0,0,0,1,0,0,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
Gyorgy Kalmar,Gyorgy Kalmar,https://dblp.org/pid/208/8860,https://m2.mtmt.hu/api/author/10054995,-,Kalmár György (Informatika),applied,,hungary,SZTE,0,0,0,0,0,1,4,0.08333333333333333,0.08333333333333333,0.08333333333333333,7,1,20,1.6666666666666667,,4,1,Informatika Doktori Iskola SZTE / DI IDI [2008-]; Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / INF KSZGT [2016-]; Képfeldolgozás és Számítógépes Grafika Tanszék SZTE / TTIK / ITCS KSZGT [2007-2015]; Műszaki Informatika Tanszék SZTE / TTIK / INF MIT [2016-]; Aneszteziológiai és Intenzív Terápiás Tanszék SE / AOK / K AITT [2024-],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,2,,,,,,
Adrián Csiszárik,Adrián Csiszárik,https://dblp.org/pid/211/7981,https://m2.mtmt.hu/api/author/10035325,-,Csiszárik Adrián (informatika),applied,,hungary,Rényi,0,0,0,0,1,0,2,0.16666666666666666,0.16666666666666666,0.0,4,0,98,1.3958333333333333,1,1,,Lendület Struktúrák Limeszei Kutatócsoport HRN RAMKI [2013-]; PhD Informatika Doktori Iskola ELTE / IK PhD_Inf_DI [2006-]; Mesterséges Intelligencia HRN RAMKI MIT,,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,1,,,,,
Boldizsar Balazs,Boldizsar Balazs,https://dblp.org/pid/226/6447,,,,,,hungary,ELTE-Fizika,0,0,0,0,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Andras Temesvary,Andras Temesvary,https://dblp.org/pid/24/8336,https://m2.mtmt.hu/api/author/10041873,-,Temesváry András (számítástudomány),theory,inactive,abroad,BME-TMIT,0,0,0,0,0,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0,11,0,,,,Számítástudományi és Információelméleti Tanszék BME / VIK SZIT [2000-],,,,,,,,,436,334,201,0,0-5 év,127,113,73,317,236,145,,,,,,,
Krisztian Nemeth,Krisztian Nemeth,https://dblp.org/pid/25/861,https://m2.mtmt.hu/api/author/10041889,-,Németh Krisztián (távközlés),applied,,hungary,BME-TMIT,0,0,0,0,1,0,3,0.16666666666666666,0.16666666666666666,0.0,8,1,121,1.0,,2,2,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
István Gergő Gál,István Gergő Gál,https://dblp.org/pid/259/3550,https://m2.mtmt.hu/api/author/10081837,,Gál István Gergő (Számítógépes látás),applied,,hungary,ELTE,0,0,0,0,1,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,,,,PhD Informatika Doktori Iskola ELTE / IK PhD_Inf_DI [2006-]; Algoritmusok és Alkalmazásaik Tanszék ELTE / IK AlgAlk_Tsz [2006-],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
András Jávor,András Jávor,https://dblp.org/pid/26/414,,,,applied,,hungary,hungary,0,0,0,0,1,0,7,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
Gyula Y. Katona,Gyula Y. Katona,https://dblp.org/pid/30/3877,https://m2.mtmt.hu/api/author/10010571,https://mta.hu/koztestuleti_tagok?PersonId=15807,Katona Gyula Y. (gráfelmélet),theory,inactive,hungary,BME-SZIT,0,0,0,0,0,2,0,0.16666666666666666,0.16666666666666666,0.08333333333333333,47,8,693,7.645833333333333,,13,17,MTA-ELTE Numerikus Analízis és Nagy Hálózatok Kutatócsoport ELTE / TTK / Mat_I [2012-2022]; Számítástudományi és Információelméleti Tanszék BME / VIK SZIT [2000-]; Budapesti Műszaki Egyetem BME [1949-2000]; HUN-REN-ELTE Numerikus Analízis és Nagy Hálózatok Kutatócsoport ELTE / TTK / Mat_I [2023-]; ELKH-ELTE Numerikus Analízis és Nagy Hálózatok Kutatócsoport ELTE / TTK / Mat_I [2022-2023],Matematikai tudomány,Bonyolultságelmélet Gráfelmélet Hipergráfok,Matematikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Számítástudományi és Információelméleti Tanszék 1117 Budapest, Magyar Tudósok Körútja 2. Magyarország Tel.: +36 1 4633161 Fax: +36 1 4633157",MTA doktora (2024),Matematikai Tudományos Bizottság,,"Tanszékvezető, egyetemi docens",436,334,201,0,0-5 év,127,113,73,317,236,145,5,1,1965.12.04,,https://aat.mta.hu/aat/FileData/Get/4099,,
Bence Szabó,Bence Szabó,https://dblp.org/pid/322/2141,,,,applied,,hungary,hungary,0,0,0,0,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,,,,,,,
Sándor Sovago,Sándor Sovago,https://dblp.org/pid/324/3176,,,,,,hungary,University of Groningen,0,0,0,0,0,1,0,0.08333333333333333,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
András Gézsi,András Gézsi,https://dblp.org/pid/63/4734,,,,,,hungary,BME-MIT,0,0,0,0,1,0,3,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Béla Hullár,Béla Hullár,https://dblp.org/pid/66/8262,,,,,,hungary,ELTE,0,0,0,0,0,1,4,0.08333333333333333,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Andras Gefferth,Andras Gefferth,https://dblp.org/pid/76/637,https://m2.mtmt.hu/api/author/10012406,https://mta.hu/koztestuleti_tagok?PersonId=18271,Gefferth András (alkalmazott matematika),applied,inactive,company,BME-TMIT,0,0,0,0,0,1,1,0.08333333333333333,0.08333333333333333,0.0,3,0,172,0.6666666666666666,,2,,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024],Informatikai tudomány,,Távközlési Tudományos Bizottság,Morgan Stanley Elemző Kft.,PhD (2005),Távközlési Tudományos Bizottság,2005,,436,334,201,20,10-20 év,217,200,89,60,43,26,,,,,,,
Tamás Nagy,Tamás Nagy,https://dblp.org/pid/76/6602,,,,,,hungary,Semmelweis University,0,0,0,0,1,0,6,0.16666666666666666,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Istvan Maricza,Istvan Maricza,https://dblp.org/pid/97/6959,https://m2.mtmt.hu/api/author/10041371,-,Maricza István (távközlés),applied,inactive,company,BME-TMIT,0,0,0,0,0,1,1,0.08333333333333333,0.08333333333333333,0.0,7,1,133,1.0833333333333333,,2,2,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024],,,,,,,,,436,334,201,0,0-5 év,217,200,89,317,236,145,1,,,,,,
László Czap,László Czap,https://dblp.org/pid/15/9312,https://m2.mtmt.hu/api/author/10021916,https://mta.hu/koztestuleti_tagok?PersonId=10046383,Czap László (Beszédfeldolgozás),,inactive,,,0,0,0,0,0,2,9,0.0,0.16666666666666666,0.08333333333333333,42,8,227,2.6875,1,1,4,Automatizálási és Infokommunikációs Intézet ME / GIK AIKI [2016-]; Villamosmérnöki Intézet ME / GIK VMI [2013-2016]; Automatizálási és Kommunikációtechnológiai Tanszék ME / GIK AKTT [2011-2013]; Automatizálási Tanszék ME / GIK AT [2006-2010]; Automatizálási Tanszék ME / GMK AT [1990-2005],Informatika,Audivzuális beszédfeldolgozás,Távközlési Tudományos Bizottság,"Miskolci Egyetem Gépészmérnöki és Informatikai Kar Automatizálási és Kommunikáció-technológiai Tanszék 3515 Miskolc, Egyetemváros Magyarország",PhD (2005),"Távközlési Tudományos Bizottság; Miskolci Területi Bizottság; Villamosmérnöki és Informatikai Munkabizottság (szavazati jogú tag, tag)",2005,,436,334,201,20,10-20 év,94,23,41,60,43,26,3,7,"Baktakék, 1957.03.18.",,,,
Attila Klenik,Attila Klenik,https://dblp.org/pid/181/0156,https://m2.mtmt.hu/api/author/10056599,https://mta.hu/koztestuleti_tagok?PersonId=10067594,Klenik Attila (információs rendszerek),,,,,0,0,0,0,1,0,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,1,124,1.0416666666666667,,2,1,Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024]; 3in-BME Balatonfüredi Hallgatói Kutatócsoport BME / VIK / EIT BHK [2018-]; Kritikus Rendszerek Kutatócsoport BME / VIK / MIT ftsrg [2021-]; Mesterséges Intelligencia és Rendszertervezés Tanszék BME / VIK MIT [2024-],Informatikai tudomány,Eloszott rendszerek teljesítménye Elosztott főkönyvi/blokklánc technológiák,Informatikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Mesterséges Intelligencia és Rendszertervezés Tanszék 1117 Budapest, Magyar Tudósok Körútja 2. Magyarország Tel.: +36 1 4632006 Email: attila.klenik@vik.bme.hu",PhD (2022),Informatikai Tudományos Bizottság,2022,,436,334,201,3,0-5 év,94,23,41,317,236,145,1,2,Mátészalka,,https://aat.mta.hu/aat/FileData/Get/36812,,
Peter Laborczi,Peter Laborczi,https://dblp.org/pid/74/6983,https://m2.mtmt.hu/api/author/10012147,https://mta.hu/koztestuleti_tagok?PersonId=17868,Laborczi Péter (Távközlési rendszerek),,,,,0,0,0,0,0,1,3,0.08333333333333333,0.08333333333333333,0.0,9,0,112,0.41666666666666663,,1,,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024],Informatikai tudomány,Hibatűrő hálózatok tervezése Intelligens közlekedési rendszerek Mobil ad-hoc hálózatok,Távközlési Tudományos Bizottság,"Bay Zoltán Alkalmazott Kutatási Közalapítvány 1116 Budapest, Fehérvári út 130. Magyarország",PhD (2002),Távközlési Tudományos Bizottság,2002,,436,334,201,23,20+ év,94,23,41,44,43,25,1,,,,,,
Istvan Pintér,Istvan Pintér,https://dblp.org/pid/39/6956,https://m2.mtmt.hu/api/author/10013215,https://mta.hu/koztestuleti_tagok?PersonId=21423,"Pintér István (Jelfeldolgozás, gépi tanulás)",,,,,0,0,0,0,0,1,2,0.0,0.08333333333333333,0.08333333333333333,31,4,88,0.9166666666666667,,1,3,GAMF Műszaki és Informatikai Kar PAE GAMFK [2016-2017]; Gépipari és Automatizálási Műszaki Főiskolai Kar KF GAMFK [2000-2016]; Informatika Tanszék NJE / GAMFK IT [2017-2020]; Informatika Tanszék NJE / GAMFK IT [2020-],Informatikai tudomány,Digitális jelfeldolgozás Mesterséges neurális hálózatok,Informatikai Tudományos Bizottság,"Neumann János Egyetem GAMF Műszaki és Informatikai Kar 6000 Kecskemét, Izsáki út 10. Magyarország Tel.: +36 76 516420 Fax: +36 765 16399 Email: pinter.istvam@gamf.uni-neumann.hu",PhD (1997),Informatikai Tudományos Bizottság; Szegedi Területi Bizottság; Gépészeti és Műszaki Informatikai Munkabizottság (szavazati jogú tag),1997,,436,334,201,28,20+ év,94,23,41,44,43,25,1,,,,,,
Sandor Repas,Sandor Repas,https://dblp.org/pid/131/1629,https://m2.mtmt.hu/api/author/10038126,https://mta.hu/koztestuleti_tagok?PersonId=10070760,"Répás Sándor (Informatika, biztonságtudomány, villamosmérnök)",,,,,0,0,0,0,1,0,5,0.0,0.16666666666666666,0.0,16,1,134,0.7083333333333334,,,3,Biztonságtudományi Doktori Iskola ÓE BDI [2010-]; Távközlési Tanszék SZE / MTK TT [2012-2015]; Multidiszciplináris Műszaki Tudományi Doktori Iskola SZE MMTDI [2015-]; Széchenyi István Egyetem SZE [2002-]; Távközlési Tanszék SZE / GIVK TT [2015-2025]; Villamosmérnöki és Infokommunikációs Tanszék SZE / IVK VIKT [2025-],Informatika,Hálózatbiztonság IPv6 bevezetése Kritikus infrastruktúra védelem,Informatikai Tudományos Bizottság,,PhD (2018),Informatikai Tudományos Bizottság,2018,,436,334,201,7,5-10 év,94,23,41,18,15,8,1,2,"Budapest, 1973.04.27.",,,,
Csaba Rotter,Csaba Rotter,https://dblp.org/pid/78/11326,https://m2.mtmt.hu/api/author/10066259,https://mta.hu/koztestuleti_tagok?PersonId=10069710,Rotter Csaba (Informatika),,,,,0,0,0,0,1,0,10,0.0,0.16666666666666666,0.0,13,0,261,5.291666666666667,3,6,1,Hálózati Rendszerek és Szolgáltatások Tanszék BME / VIK HRSZT [2013-]; Nokia Kft. [1997-],Informatikai tudomány,Big Data Erőforrás menedzsment és energiaoptimalizált távközlési rendszerek Távközlés,Távközlési Tudományos Bizottság,"Nokia Solutions and Networks Kft. 1083 Budapest, Bókay János utca 36-42. Magyarország",PhD (2023),Távközlési Tudományos Bizottság; IEEE ComSoc Hungarian Chapter,2023,,436,334,201,2,0-5 év,94,23,41,317,236,145,,2,,,https://aat.mta.hu/aat/FileData/Get/39394,Pollák-Virág-díj (Hírközlési és Informatikai Tudományos Egyesület): 2000,
